activityId,companyName,establishmentName,workerId,date,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating,marker
ObjectId(5dd3fe239eb9a10043a30747),COCA-COLA FEMSA,Condor - Almirante Tamandaré - Alto Pinheiros,5cee8f4cb9a066003480f049,2019-11-20,0,0,60,0.0,0.0,115,85.0,8,1,1
ObjectId(5dd3fe2e9eb9a10043a30756),COCA-COLA FEMSA,Condor - Fazenda Rio Grande,5dac8debabdc4d00022b52fb,2019-11-20,0,0,0,0.0,0.0,115,444.0,10,1,1
ObjectId(5dd3fe309eb9a10043a3075b),COCA-COLA FEMSA,Condor - Fazenda Rio Grande,5dac8debabdc4d00022b52fb,2019-11-21,0,0,0,0.0,0.0,115,173.0,14,1,1
ObjectId(5dd6d5bf783fea0002631a01),COCA-COLA FEMSA,Mercadorama - Curitiba - Batel,5dba2ec821b78d000233c88e,2019-11-22,0,0,0,0.0,0.0,115,,10,1,1
ObjectId(5dd7e9ce24bd030002cf9286),COCA-COLA FEMSA,Mercadorama - Curitiba - General Osório,5bda49454378d99c28e4e1b6,2019-11-27,0,0,0,0.0,0.0,115,18.0,12,2,1
ObjectId(5dd7e9ce3e34100002a3dfc2),COCA-COLA FEMSA,Mercadorama - Curitiba - Comendador Araújo,5dba2ec821b78d000233c88e,2019-11-27,0,0,0,0.0,0.0,115,141.0,16,2,1
ObjectId(5dd7ea8a58ae2300020cfffa),COCA-COLA FEMSA,Condor - Curitiba - Ahú,5d4752559842d60002d9641d,2019-11-23,0,0,0,0.0,0.0,115,138.0,20,2,1
ObjectId(5dd7ec35cd0d5f00028a5902),COCA-COLA FEMSA,Big - Curitiba - Boa Vista,5dc8bc4b1d748d00029a51cb,2019-11-26,0,0,0,0.0,0.0,115,198.0,12,2,1
ObjectId(5dd81c60b6d6d9000214e603),COCA-COLA FEMSA,Condor - Colombo - Maracanã,5dc8bc4b1d748d00029a51cb,2019-11-24,0,0,0,0.0,0.0,115,153.0,12,2,1
ObjectId(5dd81c60e9b02c0002e37290),COCA-COLA FEMSA,Condor - Curitiba - Boa Vista,5dbb60edcaaa3b000206a06e,2019-11-24,0,0,0,0.0,0.0,115,49.0,8,2,1
ObjectId(5dd81d74c392f900028f7b7a),COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,5d4f4c5918d17300029d4c85,2019-11-23,0,0,0,0.0,0.0,115,57.0,8,1,1
ObjectId(5ddd6de7c73ff1000203aa59),COCA-COLA FEMSA,Condor - Curitiba - Boa Vista,5dc8bc4b1d748d00029a51cb,2019-11-30,0,0,0,0.0,0.0,115,240.0,22,2,1
ObjectId(5dea5a1871629500026f8036),COCA-COLA FEMSA,TodoDia - Araucária,5cc77920e3cc6f003875753a,2019-12-09,0,0,0,0.0,0.0,115,167.0,17,1,1
ObjectId(5dec6e4972539f00027630ef),COCA-COLA FEMSA,TodoDia - Araucária,5dd07e89596a5300027525f6,2019-12-15,0,0,0,0.0,0.0,115,89.0,13,2,1
ObjectId(5df0e3146e015e000261054e),COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,5ddbc93fa0858200020cc22b,2019-12-12,0,0,0,0.0,0.0,115,130.0,19,2,1
ObjectId(5e0513b983e08b0002b00143),COCA-COLA FEMSA,Condor - Curitiba - Champagnat,5d705860e78ae40002821a3e,2019-12-27,0,0,0,0.0,0.0,115,354.0,26,1,1
ObjectId(5e0e3b00d88d7300023ad229),COCA-COLA FEMSA,Condor - São José dos Pinhais - Centro,5df0f157585efe000206b2ef,2020-01-04,0,0,0,0.0,0.0,115,8.0,19,2,1
ObjectId(5e18b2110999d600023ff91a),COCA-COLA FEMSA,Condor - Curitiba - Pinheirinho,5e0de6a611e8d00002996ed3,2020-01-12,0,0,0,0.0,0.0,115,120.0,25,1,1
ObjectId(5e1f319363e6330002ac059a),COCA-COLA FEMSA,Condor - Curitiba - Sítio Cercado,5dccd49197f3a60002d3b030,2020-01-16,0,0,0,0.0,0.0,115,166.0,34,2,1
ObjectId(5e25c56369704c000213164a),COCA-COLA FEMSA,Walmart - Curitiba - Jardim das Américas,5debbb8a4a65960002111fdd,2020-01-21,0,0,0,0.0,0.0,115,46.0,18,2,1
ObjectId(5e26f45aad07c700027e3333),COCA-COLA FEMSA,Condor - Curitiba - Torres,5d5aa99f83a3dd0002fed554,2020-01-23,0,0,0,0.0,0.0,115,298.0,56,2,1
ObjectId(5e291356aca9ea00026f5f2f),COCA-COLA FEMSA,Condor - Curitiba - Água Verde,5e1f3bb0a7a0eb0002d57cc0,2020-01-30,0,0,0,0.0,0.0,115,272.0,27,2,1
ObjectId(5e2b1c781bb2970002f6b08e),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5e110e1fe8ee8300022d3157,2020-01-27,0,0,0,0.0,0.0,115,175.0,19,1,1
ObjectId(5d4a423b13790f00027e81b5),KORIN - CÂMARA FRIA E MERCEARIA,Super Muffato - Curitiba - Folloni,5cc77920e3cc6f003875753a,2019-08-14,0,0,12,0.0,0.0,16,15.0,2,2,1
ObjectId(5d9f7eb5758f7e000230814a),DR. SCHAR,Super Muffato - Curitiba - Hauer,5d16487bb67b2200027fd0b0,2019-10-12,27,35,27,0.77,1.0,35,23.0,4,2,1
ObjectId(5dd7ea4cdf8d4b00023a43ba),PREMISSE,Condor - Pinhais - Av. Jacob Macanhan,5ce9c746b9a0660034769abd,2019-11-23,11,14,16,0.44,0.56,25,71.0,6,2,1
"ObjectId(5d58c2bcf15d2d0002f5b3e4),WEWISH,""Super Muffato - Londrina - Duque "",5d1d28efe8c7b20002cac0b0,2019-08-25,1,1,1,0.09,0.09,11,42.0,2,2,1"
ObjectId(5d60abc24101d1000255973d),WEWISH,Super Muffato - Maringá - Catuaí,5d2a4f19eb8b580002089dfb,2019-08-31,11,11,11,1.0,1.0,11,6.0,2,2,1
"ObjectId(5d6d54fa10b9e800023ecd4f),WEWISH,""Super Muffato - Londrina - Gourmet Aurora "",5d669adf3a6c7e0002b841f0,2019-09-08,0,0,10,0.0,0.0,11,31.0,2,2,1"
ObjectId(5d6ffad469e9fc00021b82c6),WEWISH,Super Muffato - Curitiba - Folloni,5d1fffcea074a90002146a5e,2019-09-06,0,11,0,0.0,1.0,11,9.0,2,2,1
ObjectId(5d16e5dc6fcfd20002afade6),PHILIP MORRIS INTERNATIONAL,Rio Verde - Maracanã,5cea8d6eb9a0660034771ae0,2019-06-29,0,4,0,0.0,0.19,21,26.0,4,1,1
ObjectId(5d1ada5139fac10002a09f7f),PHILIP MORRIS INTERNATIONAL,Condor - Pinhais - Av. Iraí,5cea8d6eb9a0660034771ae0,2019-07-02,0,1,0,0.0,0.05,21,11.0,2,2,1
ObjectId(5d3d133f422e7500023a3edf),PHILIP MORRIS INTERNATIONAL,Condor - Ponta Grossa - Uvaranas,5d1e5677dca05f0002e3027d,2019-08-04,3,0,3,0.14,0.0,21,29.0,20,2,1
ObjectId(5d537cc0c4e33a0002b68fe4),PHILIP MORRIS INTERNATIONAL,Condor - Ponta Grossa - Uvaranas,5d383ab82e11270002859d6f,2019-08-21,8,10,9,0.38,0.48,21,16.0,12,1,1
ObjectId(5d5cb7411773ff0002b1a6ab),PHILIP MORRIS INTERNATIONAL,Condor - Curitiba - Ahú,5d0005620692f20002736579,2019-08-28,4,6,4,0.19,0.29,21,11.0,12,1,1
ObjectId(5d5e16ca15a2420002a6a579),PHILIP MORRIS INTERNATIONAL,Condor - Colombo - Maracanã,5d1a7909ceb2f00002e19ce2,2019-08-22,0,0,5,0.0,0.0,21,25.0,10,1,1
ObjectId(5d5e16cc15a2420002a6a58d),PHILIP MORRIS INTERNATIONAL,Condor - Almirante Tamandaré - Alto Pinheiros,5d1a7909ceb2f00002e19ce2,2019-08-22,0,0,6,0.0,0.0,21,18.0,10,1,1
ObjectId(5da68b5c7ee3560002dca910),PHILIP MORRIS INTERNATIONAL,Mercadorama - Curitiba - XV de Novembro,5cc86453bc41910038188d7a,2019-10-23,4,21,4,0.19,1.0,21,9.0,10,2,1
ObjectId(5d6ffac369e9fc00021b82a8),LIZER DISTRIBUIDORA,Compania do Alimento - Portão,5cb4c40b8b6d0300388f42bc,2019-09-06,25,35,25,0.71,1.0,35,34.0,16,1,1
ObjectId(5d5f5a3cb0b82700024b23a3),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5cc764c5e3cc6f00387529f3,2019-08-30,11,14,11,0.79,1.0,14,20.0,4,1,1
ObjectId(5d6ffaca69e9fc00021b82b2),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5d28e7901313480002c6bb94,2019-09-06,13,14,13,0.93,1.0,14,8.0,4,1,1
ObjectId(5d96b94863fffe0002fd981c),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5cc764c5e3cc6f00387529f3,2019-10-11,4,10,4,0.29,0.71,14,28.0,4,2,1
ObjectId(5d96b94863fffe0002fd9821),LIZER DISTRIBUIDORA,Verde Mais - Xaxim,5b4bc73d4505c5a1931a7f5f,2019-10-11,13,14,13,0.93,1.0,14,13.0,2,2,1
ObjectId(5e0eb5651d3f3c0002b69bfd),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5cc764c5e3cc6f00387529f3,2020-01-10,0,13,0,0.0,0.93,14,48.0,4,1,1
ObjectId(5d5f5a3cb0b82700024b239e),LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,5cc764c5e3cc6f00387529f3,2019-08-30,1,11,1,0.09,1.0,11,14.0,4,1,1
ObjectId(5d6ffac669e9fc00021b82ad),LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,5cb4c40b8b6d0300388f42bc,2019-09-06,3,11,3,0.27,1.0,11,24.0,8,1,1
ObjectId(5d96b94763fffe0002fd9817),LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,5ce92798b9a0660034752df0,2019-10-11,5,11,5,0.45,1.0,11,11.0,4,2,1
ObjectId(5d289c193ece35000244a1e9),NESTLÉ BRASIL LTDA,Super Muffato - São José dos Pinhais - Centro,5cf7ecd0530e8a000254d579,2019-07-13,0,0,31,0.0,0.0,166,87.0,16,2,1
ObjectId(5d3b62b483ac420002a87ad5),NESTLÉ BRASIL LTDA,Super Muffato - São José dos Pinhais - Centro,5c8cf663fc10880015a611e2,2019-07-28,65,131,70,0.39,0.79,166,336.0,139,1,1
ObjectId(5d5f5a3eb0b82700024b23b2),LIZER DISTRIBUIDORA,Druziki Supermercados - Filial,5d154d56b875c1000239575f,2019-08-30,23,25,23,0.92,1.0,25,15.0,14,2,1
ObjectId(5dd207f9f1ca4700028e4bd2),LIZER DISTRIBUIDORA,Druziki Supermercados - Matriz,5da71b107fb7170002ad6e33,2019-11-22,8,22,10,0.32,0.88,25,57.0,8,2,1
ObjectId(5d3b5825a01aa60002dadcbf),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5ce92798b9a0660034752df0,2019-07-28,113,152,133,0.36,0.48,314,337.0,25,1,1
ObjectId(5d448cc8950e890002a3a8b6),COCA-COLA FEMSA,Condor - Curitiba - Derosso,5d2d1accd2c78300022eaa18,2019-08-04,0,0,52,0.0,0.0,314,155.0,62,1,1
ObjectId(5d448e88950e890002a3ab27),COCA-COLA FEMSA,Condor - Curitiba - Pinheirinho,5d2dfec294131f00024d67ef,2019-08-04,0,0,0,0.0,0.0,314,276.0,72,2,1
ObjectId(5d4492b78fb6800002674032),COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,5d2d1accd2c78300022eaa18,2019-08-03,0,0,5,0.0,0.0,314,158.0,46,2,1
ObjectId(5d4493208fb680000267410d),COCA-COLA FEMSA,Condor - Pinhais - Av. Jacob Macanhan,5d01cbc58884590002ddae37,2019-08-04,69,83,121,0.22,0.26,314,351.0,66,2,1
ObjectId(5d55582faa01840002e30edf),COCA-COLA FEMSA,Condor - Curitiba - Derosso,5ce92798b9a0660034752df0,2019-08-20,56,62,62,0.18,0.2,314,49.0,58,2,1
ObjectId(5d55582faa01840002e30ee4),COCA-COLA FEMSA,Condor - Curitiba - Derosso,5ce92798b9a0660034752df0,2019-08-22,87,98,118,0.28,0.31,314,74.0,54,1,1
ObjectId(5d555880aa01840002e30eee),COCA-COLA FEMSA,Condor - Fazenda Rio Grande,5cf7a4cee3ab1c00025c62eb,2019-08-17,0,0,0,0.0,0.0,314,258.0,75,2,1
ObjectId(5d555a37b70e830002721702),COCA-COLA FEMSA,Super Boni - Bacacheri,5d1a7909ceb2f00002e19ce2,2019-08-17,4,4,129,0.01,0.01,314,231.0,142,2,1
ObjectId(5d556f4cb70e830002722f5f),COCA-COLA FEMSA,Condor - Pinhais - Av. Jacob Macanhan,5ce9756fb9a066003475eb5b,2019-08-17,30,0,11,0.1,0.0,314,113.0,92,2,1
ObjectId(5d5eb1989ffdc50002640e9c),COCA-COLA FEMSA,Condor - Curitiba - Água Verde,5d4ec41724eb4e0002105707,2019-08-24,39,56,92,0.12,0.18,314,169.0,127,2,1
ObjectId(5d5ecddf276f7a00024533d3),COCA-COLA FEMSA,Condor - Curitiba - Cristo Rei,5d2f7b7370eaf40002ed41f9,2019-08-24,0,0,114,0.0,0.0,314,156.0,86,1,1
ObjectId(5d5ece7b276f7a0002453871),COCA-COLA FEMSA,Condor - Fazenda Rio Grande,5cc764c5e3cc6f00387529f3,2019-08-27,0,11,0,0.0,0.04,314,126.0,54,2,1
ObjectId(5d5ed1900658e100028f9099),COCA-COLA FEMSA,Condor - Curitiba - Boa Vista,5d2d1accd2c78300022eaa18,2019-08-25,0,0,42,0.0,0.0,314,258.0,94,1,1
ObjectId(5d5fff665ae4c900021e1645),COCA-COLA FEMSA,Condor - Curitiba - Wenceslau Braz,5d42f6f43df9e40002a7a004,2019-08-23,0,0,0,0.0,0.0,314,,140,1,1
ObjectId(5d66778112ca3a00026e332c),COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,5ce92798b9a0660034752df0,2019-08-31,51,90,62,0.16,0.29,314,107.0,56,2,1
ObjectId(5d66779687692f000297af5d),COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,5d1fffcea074a90002146a5e,2019-09-01,41,60,81,0.13,0.19,314,252.0,135,1,1
ObjectId(5d667d20b4fd780002f78dbf),COCA-COLA FEMSA,Condor - Curitiba - Pinheirinho,5d1574b198473f0002f113bc,2019-09-01,95,141,140,0.3,0.45,314,65.0,56,1,1
ObjectId(5d667d3ab4fd780002f78dca),COCA-COLA FEMSA,Condor - Curitiba - Água Verde,5cfa0e55364f9a0002ed6573,2019-09-01,92,248,97,0.29,0.79,314,299.0,78,2,1
ObjectId(5d667ec1b4fd780002f79462),COCA-COLA FEMSA,Condor - Araucária - BR,5d1574b198473f0002f113bc,2019-09-01,87,176,98,0.28,0.56,314,53.0,54,1,1
ObjectId(5d67ceca6b94ad0002784f4b),COCA-COLA FEMSA,Condor - Curitiba - Cristo Rei,5ce92798b9a0660034752df0,2019-09-01,110,154,130,0.35,0.49,314,51.0,52,1,1
ObjectId(5d67cef3b3bbba00020809bc),COCA-COLA FEMSA,Condor - Curitiba - Derosso,5ce92798b9a0660034752df0,2019-09-01,74,116,101,0.24,0.37,314,57.0,56,1,1
ObjectId(5d6d5d10913eac00024b89ac),COCA-COLA FEMSA,Max atacadista - Fazenda Rio Grande - Santa Terezinha,5cc764c5e3cc6f00387529f3,2019-09-03,4,33,4,0.01,0.11,314,78.0,60,2,1
ObjectId(5d6d5d91913eac00024b89b9),COCA-COLA FEMSA,Max Atacadista - Araucária,5ce92798b9a0660034752df0,2019-09-03,176,181,205,0.56,0.58,314,63.0,54,1,1
ObjectId(5d7144ecc6651d0002cc8fe1),COCA-COLA FEMSA,Condor - Araucária - BR,5d1574b198473f0002f113bc,2019-09-08,138,231,153,0.44,0.74,314,164.0,54,1,1
ObjectId(5d729062da9d820002c92a15),COCA-COLA FEMSA,Super Boni - Pinhais,5cdb56e4b3429500346a8ec9,2019-09-09,164,268,165,0.52,0.85,314,177.0,66,2,1
ObjectId(5d769d918d8a1c0002980f35),COCA-COLA FEMSA,Condor - Campo Largo - Centro,5d1261293186bb0002e229e8,2019-09-10,152,206,174,0.48,0.66,314,257.0,79,2,1
ObjectId(5d769d928d8a1c0002980f66),COCA-COLA FEMSA,Condor - Campo Largo - Centro,5d1261293186bb0002e229e8,2019-09-11,100,184,121,0.32,0.59,314,328.0,82,2,1
ObjectId(5d76b1919a0c5d0002e59967),COCA-COLA FEMSA,Max atacadista - Fazenda Rio Grande - Santa Terezinha,5ce92798b9a0660034752df0,2019-09-10,200,244,209,0.64,0.78,314,188.0,60,2,1
ObjectId(5d83704e6f13ae00024eecc6),COCA-COLA FEMSA,Condor - Campo Largo - Centro,5ce92798b9a0660034752df0,2019-09-21,141,224,152,0.45,0.71,314,146.0,20,2,1
ObjectId(5d88daba4e4554000294b141),COCA-COLA FEMSA,Condor - Campo Largo - Centro,5ce92798b9a0660034752df0,2019-09-24,136,227,157,0.43,0.72,314,110.0,20,1,1
ObjectId(5d8e5e9a41680d000248023f),COCA-COLA FEMSA,Condor - Curitiba - Marechal,5d62abd08e65c200021be3ef,2019-09-29,56,124,62,0.18,0.39,314,250.0,88,2,1
